"blife_binomial","n_cells","st_area"
"Mixornis bornensis",30799,718798
"Mixornis flavicollis",2928,62477
"Mixornis gularis",127656,3024995
"Mixornis kelleyi",8356,192865
"Mixornis prillwitzi",31,433
"Moupinia poecilotis",11441,262030
"Myzornis pyrrhoura",5044,100327
"Napothera albostriata",1852,34926
"Napothera danjoui",5455,122641
"Napothera epilepidota",75977,1782114
"Napothera malacoptila",0,0
"Napothera naungmungensis",214,4338
"Napothera pasquieri",102,3682
"Paradoxornis aemodium",32593,749751
"Paradoxornis bakeri",12496,289428
"Paradoxornis flavirostris",1659,37143
"Paradoxornis gularis",83689,1993884
"Paradoxornis guttaticollis",59577,1416005
"Paradoxornis heudei",19890,452444
"Paradoxornis margaritae",324,6400
"Paradoxornis paradoxus",6190,137576
"Paradoxornis ruficeps",3236,72064
"Paradoxornis unicolor",6810,150966
"Parayuhina diademata",46911,1128510
"Pellorneum albiventre",20137,463759
"Pellorneum bicolor",34682,790585
"Pellorneum buettikoferi",17274,380022
"Pellorneum capistratum",5490,122448
"Pellorneum celebense",8249,180679
"Pellorneum cinereiceps",692,12221
"Pellorneum fuscocapillus",2330,53628
"Pellorneum malaccense",48128,1080564
"Pellorneum nigrocapitatum",56515,1309472
"Pellorneum palustre",2755,62951
"Pellorneum pyrrogenys",9006,194514
"Pellorneum rostratum",35304,794793
"Pellorneum ruficeps",88328,2055371
"Pellorneum tickelli",36687,856266
"Pholidornis rushiae",130455,3159762
"Phyllanthus atripennis",10135,232072
"Phyllanthus bohndorffi",13708,323970
"Phyllanthus rubiginosus",9564,218004
"Phyllergates cucullatus",68399,1556734
"Phyllergates heterolaemus",447,7707
"Phylloscopus amoenus",5,38
"Phylloscopus borealoides",131757,2997041
"Phylloscopus calciatilis",9097,214212
"Phylloscopus cantator",33118,791506
"Phylloscopus claudiae",112255,2715871
"Phylloscopus goodsoni",40306,966764
"Phylloscopus hainanus",595,13270
"Phylloscopus intensior",36676,878118
"Phylloscopus maforensis",26,340
"Phylloscopus magnirostris",99816,2375297
"Phylloscopus misoriensis",150,2348
"Phylloscopus nesophilus",3827,61774
"Phylloscopus occipitalis",53286,1250881
"Phylloscopus ogilviegranti",60026,1422891
"Phylloscopus poliocephalus",22533,477675
"Phylloscopus presbytes",1672,35214
"Phylloscopus reguloides",133694,3208942
"Phylloscopus ricketti",126812,3072760
"Phylloscopus rotiensis",85,1267
"Phylloscopus sarasinorum",176,2410
"Phylloscopus tenellipes",195006,4630372
"Phylloscopus trivirgatus",24669,542880
"Phylloscopus xanthoschistos",12165,270579
"Pomatorhinus bornensis",56572,1325506
"Pomatorhinus ferruginosus",5626,131410
"Pomatorhinus horsfieldii",0,0
"Pomatorhinus melanurus",2620,60833
"Pomatorhinus montanus",800,12553
"Pomatorhinus musicus",1511,33236
"Pomatorhinus ochraceiceps",28534,665914
"Pomatorhinus phayrei",26346,616124
"Pomatorhinus ruficollis",113812,2717208
"Pomatorhinus schisticeps",52844,1228996
"Pomatorhinus superciliaris",28126,667552
"Psaltria exilis",662,11355
"Psaltriparus minimus",113392,2699601
"Pterorhinus albogularis",39209,926579
"Pterorhinus berthemyi",31150,748853
"Pterorhinus caerulatus",9745,220641
"Pterorhinus chinensis",64140,1505772
"Pterorhinus davidi",45359,1087556
"Pterorhinus galbanus",2677,53432
"Pterorhinus koslowi",2084,44578
"Pterorhinus lanceolatus",82308,1954286
"Pterorhinus mitratus",6404,137955
"Pterorhinus nuchalis",2762,60950
"Pterorhinus pectoralis",91635,2179913
"Pterorhinus perspicillatus",58409,1372252
"Pterorhinus poecilorhynchus",905,17840
"Pterorhinus ruficeps",582,10437
"Pterorhinus ruficollis",13213,297603
"Pterorhinus sannio",84815,2039586
"Pterorhinus treacheri",13088,298996
"Pterorhinus vassali",2323,51473
"Pterorhinus waddelli",3117,120280
"Pterorhinus woodi",1319,29348
"Ptilocichla falcata",202,2985
"Ptilocichla leucogrammica",25749,583162
"Ptilocichla mindanensis",2754,52650
"Rhopophilus albosuperciliaris",17826,423997
"Rhopophilus pekinensis",56625,1355593
"Rukia longirostra",28,353
"Rukia ruki",9,36
"Schoeniparus brunneus",55221,1334656
"Schoeniparus castaneceps",49990,1185583
"Schoeniparus cinereus",9373,209822
"Schoeniparus dubius",62347,1495444
"Schoeniparus klossi",442,9478
"Schoeniparus rufogularis",20319,447078
"Schoeniparus variegaticeps",7158,155863
"Scotocerca inquieta",198522,4736639
"Spelaeornis badeigularis",225,3791
"Spelaeornis caudatus",2614,57070
"Spelaeornis chocolatinus",508,11147
"Spelaeornis kinneari",371,6263
"Spelaeornis longicaudatus",298,6261
"Spelaeornis oatesi",1340,29833
"Spelaeornis reptatus",9616,224185
"Spelaeornis troglodytoides",0,0
"Stachyris grammiceps",1404,28275
"Stachyris herberti",1025,21882
"Stachyris humei",4020,93066
"Stachyris leucotis",47335,1073053
"Stachyris maculata",29369,655247
"Stachyris nigriceps",82356,1926813
"Stachyris nigricollis",11357,239807
"Stachyris nonggangensis",860,19134
"Stachyris oglei",558,11248
"Stachyris poliocephala",31019,719834
"Stachyris roberti",7485,174188
"Stachyris strialata",25613,597177
"Stachyris thoracica",3037,64249
"Staphida castaniceps",21257,497230
"Staphida everetti",8527,184745
"Staphida torqueola",91006,2195751
"Sterrhoptilus capitalis",2025,37391
"Sterrhoptilus dennistouni",837,15889
"Sterrhoptilus nigrocapitatus",1706,30832
"Suthora alphonsiana",8153,186868
"Suthora atrosuperciliaris",9155,205289
"Suthora brunnea",5395,125731
"Suthora conspicillata",12229,277627
"Suthora davidiana",7776,173276
"Suthora fulvifrons",12487,288889
"Suthora nipalensis",18087,411404
"Suthora przewalskii",1610,32813
"Suthora ricketti",4244,98433
"Suthora verreauxi",0,0
"Suthora webbiana",180320,4357821
"Suthora zappeyi",1988,41448
"Sylvia abyssinica",18465,389664
"Sylvia atricapilla",877440,21103295
"Sylvia atriceps",5118,112505
"Sylvia borin",1985157,48178020
"Sylvia dohrni",15,296
"Sylvia galinieri",3749,79440
"Sylvia nigricapillus",7410,171512
"Tephrozosterops stalkeri",209,3200
"Tesia cyaniventer",87540,2108494
"Tesia everetti",1479,29271
"Tesia olivea",75313,1819880
"Tesia superciliaris",418,5931
"Tickellia hodgsoni",26166,618629
"Timalia pileata",111921,2678695
"Turdinus atrigularis",0,0
"Turdinus macrodactylus",5948,130721
"Turdinus marmoratus",4353,88580
"Turdoides bicolor",47949,1137589
"Turdoides gymnogenys",17338,413874
"Turdoides hartlaubii",71641,1726905
"Turdoides hindei",1094,24254
"Turdoides hypoleuca",4189,89637
"Turdoides jardineii",242064,5857109
"Turdoides leucocephala",11643,267092
"Turdoides leucopygia",29452,698031
"Turdoides melanops",9593,225286
"Turdoides plebejus",214683,5205675
"Turdoides reinwardtii",89760,2165722
"Turdoides sharpei",22877,536046
"Turdoides squamulata",3243,64779
"Turdoides tenebrosa",12644,296704
"Urosphena squameiceps",117849,2727585
"Urosphena subulata",1744,35754
"Urosphena whiteheadi",6087,132610
"Yuhina bakeri",9195,201668
"Yuhina brunneiceps",652,13736
"Yuhina flavicollis",27298,625555
"Yuhina gularis",22466,517875
"Yuhina humilis",2843,58096
"Yuhina nigrimenta",86428,2073058
"Yuhina occipitalis",15461,356533
"Zosterops abyssinicus",29350,669280
"Zosterops albogularis",4,38
"Zosterops anomalus",1461,31524
"Zosterops atricapilla",6375,117122
"Zosterops atriceps",1106,20864
"Zosterops atrifrons",2568,52282
"Zosterops auriventer",31409,710189
"Zosterops borbonicus",130,2554
"Zosterops brunneus",8,64
"Zosterops buruensis",396,8301
"Zosterops ceylonensis",400,8062
"Zosterops chloris",8580,168234
"Zosterops chloronothos",104,1878
"Zosterops chrysolaemus",7250,144844
"Zosterops cinereus",12,103
"Zosterops citrinella",4034,71359
"Zosterops consobrinorum",2060,43231
"Zosterops conspicillatus",0,0
"Zosterops crookshanki",121,2048
"Zosterops dehaani",125,2290
"Zosterops emiliae",8809,207770
"Zosterops erythropleurus",218680,5268194
"Zosterops eurycricotus",625,13906
"Zosterops everetti",6215,123367
"Zosterops explorator",892,16745
"Zosterops feae",52,803
"Zosterops ficedulinus",6,41
"Zosterops finschii",52,448
"Zosterops flavifrons",832,12240
"Zosterops flavilateralis",19284,437322
"Zosterops flavissimus",54,436
"Zosterops fuscicapilla",4905,102781
"Zosterops gibbsi",18,203
"Zosterops grayi",53,560
"Zosterops griseotinctus",120,1053
"Zosterops griseovirescens",5,21
"Zosterops hamlini",97,1218
"Zosterops hypolais",14,99
"Zosterops hypoxanthus",2272,45849
"Zosterops inornatus",77,1165
"Zosterops japonicus",31994,623258
"Zosterops kaffensis",2580,60170
"Zosterops kikuyuensis",1089,24358
"Zosterops kirki",65,1038
"Zosterops kuehni",56,800
"Zosterops kulalensis",8,72
"Zosterops kulambangrae",263,3733
"Zosterops lacertosus",43,541
"Zosterops lateralis",116101,2724171
"Zosterops leucophaeus",13,148
"Zosterops lugubris",55,864
"Zosterops luteirostris",5,35
"Zosterops luteus",30618,676519
"Zosterops maderaspatanus",25022,595104
"Zosterops mauritianus",105,1887
"Zosterops mayottensis",36,365
"Zosterops mbuluensis",651,12894
"Zosterops meeki",59,818
"Zosterops melanocephalus",18,149
"Zosterops melanurus",5863,133241
"Zosterops meratusensis",46,483
"Zosterops metcalfii",991,17017
"Zosterops meyeni",5289,106233
"Zosterops minor",4040,82682
"Zosterops minutus",77,1165
"Zosterops modestus",22,167
"Zosterops mouroniensis",8,72
"Zosterops murphyi",18,229
"Zosterops mysorensis",143,2327
"Zosterops natalis",26,156
"Zosterops nehrkorni",3,15
"Zosterops nigrorum",6775,141992
"Zosterops novaeguineae",5060,103804
"Zosterops oleagineus",14,99
"Zosterops olivaceus",131,2525
"Zosterops pallidus",18042,421652
"Zosterops palpebrosus",265938,6412777
"Zosterops paruhbesar",12,159
"Zosterops poliogastrus",13936,326930
"Zosterops ponapensis",25,345
"Zosterops rendovae",178,3031
"Zosterops rennellianus",61,674
"Zosterops rotensis",2,8
"Zosterops samoensis",35,525
"Zosterops sanctaecrucis",38,505
"Zosterops saypani",33,242
"Zosterops semiflavus",0,0
"Zosterops semperi",96,853
"Zosterops senegalensis",365022,8791305
"Zosterops silvanus",14,34
"Zosterops simplex",185841,4368523
"Zosterops somadikartai",74,728
"Zosterops splendidus",13,146
"Zosterops stalkeri",598,11822
"Zosterops strenuus",0,0
"Zosterops stresemanni",254,4389
"Zosterops superciliosus",53,680
"Zosterops tenuirostris",4,37
"Zosterops tetiparius",46,527
"Zosterops uropygialis",47,496
"Zosterops vaughani",79,977
"Zosterops vellalavella",47,678
"Zosterops virens",40763,980858
"Zosterops winifredae",286,5796
"Zosterops xanthochroa",870,17287
"Zosterornis hypogrammicus",31,259
"Zosterornis latistriatus",43,319
"Zosterornis nigrorum",40,472
"Zosterornis striatus",1031,20517
"Zosterornis whiteheadi",4041,122637
"Acridotheres albocinctus",13719,329726
"Acridotheres burmannicus",13959,329128
"Acridotheres cinereus",2476,50226
"Acridotheres cristatellus",135571,3239686
"Acridotheres fuscus",103099,2434190
"Acridotheres ginginianus",69053,1648243
"Acridotheres grandis",73216,1716394
"Acridotheres javanicus",65172,1465794
"Acridotheres leucocephalus",20334,478210
"Acridotheres melanopterus",6053,136909
"Acridotheres tristis",421954,10057381
"Actinodura egertoni",11936,263428
"Actinodura radcliffei",20276,484291
"Actinodura ramsayi",2483,58422
"Actinodura sodangorum",594,12180
"Agropsar philippensis",25794,570639
"Agropsar sturninus",354678,8545896
"Allenia fusca",447,5948
"Ampeliceps coronatus",58023,1385208
"Aplonis atrifusca",190,3101
"Aplonis brunneicapillus",1510,25229
"Aplonis cantoroides",38022,828181
"Aplonis cinerascens",6,48
"Aplonis circumscripta",333,4387
"Aplonis corvina",0,0
"Aplonis crassa",199,3468
"Aplonis dichroa",183,3353
"Aplonis feadensis",43,97
"Aplonis fusca",0,0
"Aplonis grandis",1980,31342
"Aplonis insularis",53,542
"Aplonis magna",175,2883
"Aplonis mavornata",0,0
"Aplonis metallica",37024,767782
"Aplonis minor",15519,328039
"Aplonis mysolensis",3649,64835
"Aplonis mystacea",3904,85505
"Aplonis opaca",271,2032
"Aplonis panayensis",95444,2158856
"Aplonis pelzelni",11,62
"Aplonis santovestris",21,59
"Aplonis striata",954,18031
"Aplonis tabuensis",1714,23487
"Aplonis ulietensis",0,0
"Aplonis zelandica",842,12367
"Arizelopsar femoralis",276,3951
"Basilornis celebensis",7802,169417
"Basilornis corythaix",878,16864
"Basilornis galeatus",447,7298
"Buphagus africanus",156052,3695124
"Buphagus erythrorynchus",123971,2898313
"Campylorhynchus albobrunneus",6588,149349
"Campylorhynchus brunneicapillus",77573,1853330
"Campylorhynchus capistratus",9878,226646
"Campylorhynchus chiapensis",487,9992
"Campylorhynchus fasciatus",5559,122488
"Campylorhynchus griseus",41671,989386
"Campylorhynchus gularis",15708,372325
"Campylorhynchus humilis",4575,101162
"Campylorhynchus jocosus",3844,90292
"Campylorhynchus megalopterus",3545,80573
"Campylorhynchus nuchalis",21450,509898
"Campylorhynchus rufinucha",410,8305
"Campylorhynchus turdinus",186721,4531173
"Campylorhynchus yucatanicus",488,9758
"Campylorhynchus zonatus",24981,582536
"Cantorchilus griseus",3937,91366
"Cantorchilus guarayanus",29052,699962
"Cantorchilus leucopogon",6426,141036
"Cantorchilus leucotis",360651,8765142
"Cantorchilus longirostris",63198,1520237
"Cantorchilus modestus",11912,264864
"Cantorchilus nigricapillus",13519,302560
"Cantorchilus semibadius",746,14925
"Cantorchilus superciliaris",4415,97519
"Cantorchilus thoracicus",4129,90855
"Cantorchilus zeledoni",1810,38953
"Catharus aurantiirostris",37170,859220
"Catharus bicknelli",3269,49225
"Catharus dryas",3971,88597
"Catharus frantzii",12735,284979
"Catharus fuscater",14651,315362
"Catharus fuscescens",680221,16425884
"Catharus gracilirostris",267,3851
"Catharus guttatus",641670,15392518
"Catharus maculatus",17176,380639
"Catharus mexicanus",6655,144040
"Catharus minimus",745661,17852551
"Catharus occidentalis",18019,419871
"Catharus swainsoni",773917,18724716
"Catharus ustulatus",458914,11054476
"Catherpes mexicanus",178047,4308332
"Certhia americana",478408,11422045
"Certhia brachydactyla",138112,3199972
"Certhia discolor",8175,174459
"Certhia familiaris",661576,15869409
"Certhia himalayana",57603,1337002
"Certhia hodgsoni",25744,541700
"Certhia manipurensis",7063,121888
"Certhia nipalensis",8583,164247
"Certhia tianquanensis",2015,38661
"Chlamydochaera jefferyi",3792,63770
"Chrysominla strigula",35119,818369
"Cichlopsis chubbi",768,10397
"Cichlopsis gularis",3261,74644
"Cichlopsis leucogenys",4444,102900
"Cichlopsis peruviana",577,10750
"Cinclocerthia gutturalis",116,1767
"Cinclocerthia ruficauda",236,3314
"Cinclus cinclus",433185,10239418
"Cinclus leucocephalus",27249,623958
"Cinclus mexicanus",210399,4966712
"Cinclus pallasii",393123,9426670
"Cinclus schulzii",5842,268710
"Cinnycerthia fulva",4858,108767
"Cinnycerthia olivascens",4673,95871
"Cinnycerthia peruana",3464,76303
"Cinnycerthia unirufa",6975,154839
"Cinnyricinclus leucogaster",530254,12832790
"Cistothorus apolinari",339,4970
"Cistothorus meridae",235,4068
"Cistothorus palustris",429455,10370300
"Cistothorus platensis",202259,4788877
"Cistothorus stellaris",199842,4779372
"Cochoa azurea",223,4030
"Cochoa beccarii",3359,64781
"Cochoa purpurea",26428,626018
"Cochoa viridis",56613,1344132
"Creatophora cinerea",229175,5436841
"Cyphorhinus arada",184310,4486526
"Cyphorhinus dichrous",3910,82459
"Cyphorhinus phaeocephalus",14312,321041
"Cyphorhinus thoracicus",2730,59086
"Dumetella carolinensis",359230,8557266
"Enodes erythrophris",3653,77766
"Entomodestes coracinus",1045,21178
"Entomodestes leucotis",9220,208191
"Ferminia cerverai",124,2113
"Fregilupus varius",0,0
"Geokichla camaronensis",0,0
"Geokichla cinerea",5274,115582
"Geokichla citrina",188950,4505424
"Geokichla crossleyi",2472,53007
"Geokichla dohertyi",816,14174
"Geokichla dumasi",402,8612
"Geokichla erythronota",7174,158885
"Geokichla gurneyi",19043,423648
"Geokichla guttata",4041,85185
"Geokichla interpres",29646,674629
"Geokichla joiceyi",936,18817
"Geokichla leucolaema",27,403
"Geokichla mendeni",377,4750
"Geokichla oberlaenderi",3892,83043
"Geokichla peronii",1668,32706
"Geokichla piaggiae",15067,330269
"Geokichla princei",0,0
"Geokichla schistacea",209,3531
"Geokichla sibirica",446101,10696380
"Geokichla spiloptera",555,11483
"Geokichla wardii",8769,195159
"Goodfellowia miranda",116,1538
"Gracula indica",6188,142051
"Gracula ptilogenys",736,15887
"Gracula religiosa",164532,3886847
"Gracula venerata",2569,48979
"Gracupica contra",127784,3076745
"Gracupica floweri",43669,1043129
"Gracupica jalla",5736,131717
"Gracupica nigricollis",121039,2915032
"Grafisia torquata",8327,187978
"Grandala coelicolor",78295,1892650
"Hartlaubius auratus",17715,411707
"Henicorhina anachoreta",229,4456
"Henicorhina leucophrys",32856,727011
"Henicorhina leucoptera",713,11002
"Henicorhina leucosticta",0,0
"Henicorhina negreti",160,1935
"Heterophasia auricularis",580,10413
"Heterophasia capistrata",11308,258345
"Heterophasia desgodinsi",31972,762342
"Heterophasia gracilis",7462,167315
"Heterophasia melanoleuca",7845,178658
"Heterophasia picaoides",64873,1525739
"Heterophasia pulchella",8081,180053
"Hylocichla mustelina",221160,5243904
"Hylopsar cupreocauda",19348,461895
"Hylopsar purpureiceps",77586,1857105
"Hylorchilus navai",239,4408
"Hylorchilus sumichrasti",333,6587
"Ixoreus naevius",168539,4010208
"Lamprotornis acuticaudus",64544,1551253
"Lamprotornis albicapillus",33182,798028
"Lamprotornis australis",64721,1565593
"Lamprotornis benguelensis",1162,25510
"Lamprotornis bicolor",32841,790601
"Lamprotornis caudatus",115300,2787551
"Lamprotornis chalcurus",102731,2470236
"Lamprotornis chalybaeus",361475,8745963
"Lamprotornis chloropterus",237779,5725792
"Lamprotornis fischeri",26928,647004
"Lamprotornis hildebrandti",17426,416590
"Lamprotornis iris",6411,149697
"Lamprotornis mevesii",27728,643228
"Lamprotornis nitens",124574,3020467
"Lamprotornis ornatus",13,148
"Lamprotornis pulcher",164148,3971758
"Lamprotornis purpureus",144168,3486532
"Lamprotornis purpuroptera",59539,1371392
"Lamprotornis regius",51908,1251610
"Lamprotornis shelleyi",47424,1140118
"Lamprotornis splendidus",164170,3932809
"Lamprotornis superbus",87033,2101357
"Lamprotornis unicolor",12964,311323
"Lamprotornis violacior",5467,128288
"Laniellus albonotatus",179,2858
"Laniellus langbianis",98,1738
"Leioptila annectens",30055,696352
"Leiothrix argentauris",55570,1298628
"Leiothrix laurinae",2706,57950
"Leiothrix lutea",126645,3043092
"Liocichla bugunorum",3,3
"Liocichla omeiensis",487,8489
